brand,brand_short,product,product_short,R,G,B,shade_name,URL,hex_values
Patrick Ta Beauty,ptb,Major Skin Hydra-Luxe Luminous Skin Perfecting foundation,mshlspf,237,210,202,2 Rosy,https://patrickta.com/products/major-skin-hydra-luxe-luminous-skin-perfecting-foundation?_pos=1&_fid=0fc03e152&_ss=c&variant=41785682821201,#edd2ca
Patrick Ta Beauty,ptb,Major Skin Hydra-Luxe Luminous Skin Perfecting foundation,mshlspf,243,209,192,3 Rosy Neutral,https://patrickta.com/products/major-skin-hydra-luxe-luminous-skin-perfecting-foundation?_pos=1&_fid=0fc03e152&_ss=c&variant=41785682853969,#f3d1c0
Patrick Ta Beauty,ptb,Major Skin Hydra-Luxe Luminous Skin Perfecting foundation,mshlspf,244,218,197,4 Golden,https://patrickta.com/products/major-skin-hydra-luxe-luminous-skin-perfecting-foundation?_pos=1&_fid=0fc03e152&_ss=c&variant=41785682886737,#f4dac5
Patrick Ta Beauty,ptb,Major Skin Hydra-Luxe Luminous Skin Perfecting foundation,mshlspf,236,211,187,5 Golden Neutral,https://patrickta.com/products/major-skin-hydra-luxe-luminous-skin-perfecting-foundation?_pos=1&_fid=0fc03e152&_ss=c&variant=41785682919505,#ecd3bb
Patrick Ta Beauty,ptb,Major Skin Hydra-Luxe Luminous Skin Perfecting foundation,mshlspf,277,199,179,6 Neutral,https://patrickta.com/products/major-skin-hydra-luxe-luminous-skin-perfecting-foundation?_pos=1&_fid=0fc03e152&_ss=c&variant=41785682952273,#e3c7b3
Patrick Ta Beauty,ptb,Major Skin Hydra-Luxe Luminous Skin Perfecting foundation,mshlspf,229,189,175,7 Peachy Neutral,https://patrickta.com/products/major-skin-hydra-luxe-luminous-skin-perfecting-foundation?_pos=1&_fid=0fc03e152&_ss=c&variant=41785682985041,#e5bdaf
Patrick Ta Beauty,ptb,Major Skin Hydra-Luxe Luminous Skin Perfecting foundation,mshlspf,236,205,174,8 Golden,https://patrickta.com/products/major-skin-hydra-luxe-luminous-skin-perfecting-foundation?_pos=1&_fid=0fc03e152&_ss=c&variant=41785683017809,#eccdae
Patrick Ta Beauty,ptb,Major Skin Hydra-Luxe Luminous Skin Perfecting foundation,mshlspf,227,190,151,9 Golden,https://patrickta.com/products/major-skin-hydra-luxe-luminous-skin-perfecting-foundation?_pos=1&_fid=0fc03e152&_ss=c&variant=41785683050577,#e3be97
Patrick Ta Beauty,ptb,Major Skin Hydra-Luxe Luminous Skin Perfecting foundation,mshlspf,216,172,141,10 Neutral,https://patrickta.com/products/major-skin-hydra-luxe-luminous-skin-perfecting-foundation?_pos=1&_fid=0fc03e152&_ss=c&variant=41785683083345,#d8ac8d
Patrick Ta Beauty,ptb,Major Skin Hydra-Luxe Luminous Skin Perfecting foundation,mshlspf,229,184,140,11 Golden,https://patrickta.com/products/major-skin-hydra-luxe-luminous-skin-perfecting-foundation?_pos=1&_fid=0fc03e152&_ss=c&variant=41785683116113,#e5b88c
Patrick Ta Beauty,ptb,Major Skin Hydra-Luxe Luminous Skin Perfecting foundation,mshlspf,227,168,133,12 Peach,https://patrickta.com/products/major-skin-hydra-luxe-luminous-skin-perfecting-foundation?_pos=1&_fid=0fc03e152&_ss=c&variant=41785683148881,#e3a885
Patrick Ta Beauty,ptb,Major Skin Hydra-Luxe Luminous Skin Perfecting foundation,mshlspf,203,161,134,13 Olive,https://patrickta.com/products/major-skin-hydra-luxe-luminous-skin-perfecting-foundation?_pos=1&_fid=0fc03e152&_ss=c&variant=41785683181649,#cba186
Patrick Ta Beauty,ptb,Major Skin Hydra-Luxe Luminous Skin Perfecting foundation,mshlspf,224,174,135,14 Golden ,https://patrickta.com/products/major-skin-hydra-luxe-luminous-skin-perfecting-foundation?_pos=1&_fid=0fc03e152&_ss=c&variant=41785683214417,#e0ae87
Patrick Ta Beauty,ptb,Major Skin Hydra-Luxe Luminous Skin Perfecting foundation,mshlspf,206,161,125,15 Golden Neutral,https://patrickta.com/products/major-skin-hydra-luxe-luminous-skin-perfecting-foundation?_pos=1&_fid=0fc03e152&_ss=c&variant=41785683247185,#cea17d
Patrick Ta Beauty,ptb,Major Skin Hydra-Luxe Luminous Skin Perfecting foundation,mshlspf,205,151,121,16 Peachy Neutral,https://patrickta.com/products/major-skin-hydra-luxe-luminous-skin-perfecting-foundation?_pos=1&_fid=0fc03e152&_ss=c&variant=41785683279953,#cd9779
Patrick Ta Beauty,ptb,Major Skin Hydra-Luxe Luminous Skin Perfecting foundation,mshlspf,221,160,117,17 Golden Peach,https://patrickta.com/products/major-skin-hydra-luxe-luminous-skin-perfecting-foundation?_pos=1&_fid=0fc03e152&_ss=c&variant=41785683312721,#dda075
Patrick Ta Beauty,ptb,Major Skin Hydra-Luxe Luminous Skin Perfecting foundation,mshlspf,193,140,101,18 Golden Neutral,https://patrickta.com/products/major-skin-hydra-luxe-luminous-skin-perfecting-foundation?_pos=1&_fid=0fc03e152&_ss=c&variant=41785683345489,#c18c65
Patrick Ta Beauty,ptb,Major Skin Hydra-Luxe Luminous Skin Perfecting foundation,mshlspf,178,119,89,19 Golden,https://patrickta.com/products/major-skin-hydra-luxe-luminous-skin-perfecting-foundation?_pos=1&_fid=0fc03e152&_ss=c&variant=41785683378257,#b27759
Patrick Ta Beauty,ptb,Major Skin Hydra-Luxe Luminous Skin Perfecting foundation,mshlspf,190,127,83,20 Golden,https://patrickta.com/products/major-skin-hydra-luxe-luminous-skin-perfecting-foundation?_pos=1&_fid=0fc03e152&_ss=c&variant=41785683411025,#be7f53
Patrick Ta Beauty,ptb,Major Skin Hydra-Luxe Luminous Skin Perfecting foundation,mshlspf,158,105,68,21 Neutral,https://patrickta.com/products/major-skin-hydra-luxe-luminous-skin-perfecting-foundation?_pos=1&_fid=46b350436&_ss=c&variant=41785683443793,#9e6944
Patrick Ta Beauty,ptb,Major Skin Hydra-Luxe Luminous Skin Perfecting foundation,mshlspf,148,103,68,22 Golden Olive,https://patrickta.com/products/major-skin-hydra-luxe-luminous-skin-perfecting-foundation?_pos=1&_fid=46b350436&_ss=c&variant=41785683476561,#946744
Patrick Ta Beauty,ptb,Major Skin Hydra-Luxe Luminous Skin Perfecting foundation,mshlspf,133,95,60,23 Golden Neutral,https://patrickta.com/products/major-skin-hydra-luxe-luminous-skin-perfecting-foundation?_pos=1&_fid=46b350436&_ss=c&variant=41785683509329,#855f3c
Patrick Ta Beauty,ptb,Major Skin Hydra-Luxe Luminous Skin Perfecting foundation,mshlspf,120,75,54,24 Neutral,https://patrickta.com/products/major-skin-hydra-luxe-luminous-skin-perfecting-foundation?_pos=1&_fid=46b350436&_ss=c&variant=41785683542097,#784b36
Patrick Ta Beauty,ptb,Major Skin Hydra-Luxe Luminous Skin Perfecting foundation,mshlspf,107,73,41,25 Golden Olive,https://patrickta.com/products/major-skin-hydra-luxe-luminous-skin-perfecting-foundation?_pos=1&_fid=46b350436&_ss=c&variant=41785683574865,#6b4929
Patrick Ta Beauty,ptb,Major Skin Hydra-Luxe Luminous Skin Perfecting foundation,mshlspf,104,65,44,26 Neutral,https://patrickta.com/products/major-skin-hydra-luxe-luminous-skin-perfecting-foundation?_pos=1&_fid=46b350436&_ss=c&variant=41785683607633,#68412c
Patrick Ta Beauty,ptb,Major Skin Hydra-Luxe Luminous Skin Perfecting foundation,mshlspf,96,60,39,27 Neutral,https://patrickta.com/products/major-skin-hydra-luxe-luminous-skin-perfecting-foundation?_pos=1&_fid=46b350436&_ss=c&variant=41785683640401,#603c27
Patrick Ta Beauty,ptb,Major Skin Hydra-Luxe Luminous Skin Perfecting foundation,mshlspf,95,57,30,28 Golden,https://patrickta.com/products/major-skin-hydra-luxe-luminous-skin-perfecting-foundation?_pos=1&_fid=46b350436&_ss=c&variant=41785683673169,#5f391e
Patrick Ta Beauty,ptb,Major Skin Hydra-Luxe Luminous Skin Perfecting foundation,mshlspf,89,41,26,29 Rich Red,https://patrickta.com/products/major-skin-hydra-luxe-luminous-skin-perfecting-foundation?_pos=1&_fid=46b350436&_ss=c&variant=41785683705937,#59291a
Patrick Ta Beauty,ptb,Major Skin Hydra-Luxe Luminous Skin Perfecting foundation,mshlspf,82,47,29,30 Rich Neutral,https://patrickta.com/products/major-skin-hydra-luxe-luminous-skin-perfecting-foundation?_pos=1&_fid=46b350436&_ss=c&variant=41785683738705,#522f1d
Kosas,ks,Revealer Skin-Improving Foundation SPF 25,rsf,224,190,158,Very Light Neutral 100,https://kosas.com/collections/face-makeup/products/revealer-skin-improving-foundation-spf-25?variant=39762280087609,#e0be9e
Kosas,ks,Revealer Skin-Improving Foundation SPF 25,rsf,223,183,147,Very Light Neutral 110,https://kosas.com/collections/face-makeup/products/revealer-skin-improving-foundation-spf-25?variant=39762280120377,#dfb793
Kosas,ks,Revealer Skin-Improving Foundation SPF 25,rsf,219,182,156,Very Light Cool 120,https://kosas.com/collections/face-makeup/products/revealer-skin-improving-foundation-spf-25?variant=39762280153145,#dbb69c
Kosas,ks,Revealer Skin-Improving Foundation SPF 25,rsf,223,180,135,Light Neutral Warm 130,https://kosas.com/collections/face-makeup/products/revealer-skin-improving-foundation-spf-25?variant=39762280185913,#dfb487
Kosas,ks,Revealer Skin-Improving Foundation SPF 25,rsf,223,182,143,Light Neutral 140,https://kosas.com/collections/face-makeup/products/revealer-skin-improving-foundation-spf-25?variant=39762280218681,#dfb68f
Kosas,ks,Revealer Skin-Improving Foundation SPF 25,rsf,227,178,142,Light Cool 150,https://kosas.com/collections/face-makeup/products/revealer-skin-improving-foundation-spf-25?variant=39762280251449,#e3b28e
Kosas,ks,Revealer Skin-Improving Foundation SPF 25,rsf,226,185,128,Light+ Neutral Olive 160,https://kosas.com/collections/face-makeup/products/revealer-skin-improving-foundation-spf-25?variant=39762280284217,#e2b980
Kosas,ks,Revealer Skin-Improving Foundation SPF 25,rsf,226,184,132,Light+ Neutral Warm 170,https://kosas.com/collections/face-makeup/products/revealer-skin-improving-foundation-spf-25?variant=39762280316985,#e2b884
Kosas,ks,Revealer Skin-Improving Foundation SPF 25,rsf,197,136,91,Light+ Cool 180,https://kosas.com/collections/face-makeup/products/revealer-skin-improving-foundation-spf-25?variant=39762280349753,#c5885b
Kosas,ks,Revealer Skin-Improving Foundation SPF 25,rsf,230,181,129,Light Medium Neutral Warm 190,https://kosas.com/collections/face-makeup/products/revealer-skin-improving-foundation-spf-25?variant=39762280382521,#e6b581
Kosas,ks,Revealer Skin-Improving Foundation SPF 25,rsf,216,169,133,Light Medium Neutral 200,https://kosas.com/collections/face-makeup/products/revealer-skin-improving-foundation-spf-25?variant=39762280415289,#d8a985
Kosas,ks,Revealer Skin-Improving Foundation SPF 25,rsf,202,159,103,Light Medium Neutral Olive 210,https://kosas.com/collections/face-makeup/products/revealer-skin-improving-foundation-spf-25?variant=39762280448057,#ca9f67
Kosas,ks,Revealer Skin-Improving Foundation SPF 25,rsf,207,151,101,Medium Neutral 220,https://kosas.com/collections/face-makeup/products/revealer-skin-improving-foundation-spf-25?variant=39762280480825,#cf9765
Kosas,ks,Revealer Skin-Improving Foundation SPF 25,rsf,214,159,102,Medium Neutral Warm 230,https://kosas.com/collections/face-makeup/products/revealer-skin-improving-foundation-spf-25?variant=39762280513593,#d69f66
Kosas,ks,Revealer Skin-Improving Foundation SPF 25,rsf,211,152,96,Medium Warm 240,https://kosas.com/collections/face-makeup/products/revealer-skin-improving-foundation-spf-25?variant=39762280546361,#d39860
Kosas,ks,Revealer Skin-Improving Foundation SPF 25,rsf,216,149,96,Medium Tan Warm 250,https://kosas.com/collections/face-makeup/products/revealer-skin-improving-foundation-spf-25?variant=39762280579129,#d89560
Kosas,ks,Revealer Skin-Improving Foundation SPF 25,rsf,200,150,99,Medium Tan Neutral Olive 260,https://kosas.com/collections/face-makeup/products/revealer-skin-improving-foundation-spf-25?variant=39762280611897,#c89663
Kosas,ks,Revealer Skin-Improving Foundation SPF 25,rsf,205,164,110,Medium Tan Olive 270,https://kosas.com/collections/face-makeup/products/revealer-skin-improving-foundation-spf-25?variant=39762280644665,#cda46e
Kosas,ks,Revealer Skin-Improving Foundation SPF 25,rsf,198,137,92,Medium Tan Neutral 280,https://kosas.com/collections/face-makeup/products/revealer-skin-improving-foundation-spf-25?variant=39762280677433,#c6895c
Kosas,ks,Revealer Skin-Improving Foundation SPF 25,rsf,186,130,81,Medium Deep Neutral Olive 290,https://kosas.com/collections/face-makeup/products/revealer-skin-improving-foundation-spf-25?variant=39762280710201,#ba8251
Kosas,ks,Revealer Skin-Improving Foundation SPF 25,rsf,185,120,81,Medium Deep Warm 300,https://kosas.com/collections/face-makeup/products/revealer-skin-improving-foundation-spf-25?variant=39762280742969,#b97851
Kosas,ks,Revealer Skin-Improving Foundation SPF 25,rsf,171,109,71,Medium Deep Neutral Cool 310,https://kosas.com/collections/face-makeup/products/revealer-skin-improving-foundation-spf-25?variant=39762280775737,#ab6d47
Kosas,ks,Revealer Skin-Improving Foundation SPF 25,rsf,187,129,94,Medium Deep Neutral 320,https://kosas.com/collections/face-makeup/products/revealer-skin-improving-foundation-spf-25?variant=39762280808505,#bb815e
Kosas,ks,Revealer Skin-Improving Foundation SPF 25,rsf,172,112,66,Medium Deep Neutral Warm 330,https://kosas.com/collections/face-makeup/products/revealer-skin-improving-foundation-spf-25?variant=39762280841273,#ac7042
Kosas,ks,Revealer Skin-Improving Foundation SPF 25,rsf,141,77,39,Medium Deep Neutral Warm 340,https://kosas.com/collections/face-makeup/products/revealer-skin-improving-foundation-spf-25?variant=39762280874041,#8d4d27
Kosas,ks,Revealer Skin-Improving Foundation SPF 25,rsf,164,100,56,Medium Deep Warm 350,https://kosas.com/collections/face-makeup/products/revealer-skin-improving-foundation-spf-25?variant=39762280906809,#a46438
Kosas,ks,Revealer Skin-Improving Foundation SPF 25,rsf,145,92,53,Medium Deep Neutral Olive 360,https://kosas.com/collections/face-makeup/products/revealer-skin-improving-foundation-spf-25?variant=39762280939577,#915c35
Kosas,ks,Revealer Skin-Improving Foundation SPF 25,rsf,179,100,54,Deep Warm 370,https://kosas.com/collections/face-makeup/products/revealer-skin-improving-foundation-spf-25?variant=39762280972345,#b36436
Kosas,ks,Revealer Skin-Improving Foundation SPF 25,rsf,139,74,39,Deep Neutral 380,https://kosas.com/collections/face-makeup/products/revealer-skin-improving-foundation-spf-25?variant=39762281005113,#8b4a27
Kosas,ks,Revealer Skin-Improving Foundation SPF 25,rsf,105,57,23,Deep Neutral Warm 390,https://kosas.com/collections/face-makeup/products/revealer-skin-improving-foundation-spf-25?variant=39762281037881,#693917
Kosas,ks,Revealer Skin-Improving Foundation SPF 25,rsf,94,52,16,Deep Neutral Olive 400,https://kosas.com/collections/face-makeup/products/revealer-skin-improving-foundation-spf-25?variant=39762281070649,#5e3410
Kosas,ks,Revealer Skin-Improving Foundation SPF 25,rsf,102,50,19,Deep Neutral Warm 410,https://kosas.com/collections/face-makeup/products/revealer-skin-improving-foundation-spf-25?variant=39762281103417,#663213
Kosas,ks,Revealer Skin-Improving Foundation SPF 25,rsf,111,46,27,Rich Deep Cool 420,https://kosas.com/collections/face-makeup/products/revealer-skin-improving-foundation-spf-25?variant=39762281136185,#6f2e1b
Kosas,ks,Revealer Skin-Improving Foundation SPF 25,rsf,99,50,16,Rich Deep Neutral Olive 430,https://kosas.com/collections/face-makeup/products/revealer-skin-improving-foundation-spf-25?variant=39762281168953,#633210
Kosas,ks,Revealer Skin-Improving Foundation SPF 25,rsf,90,49,27,Rich Deep Neutral 440,https://kosas.com/collections/face-makeup/products/revealer-skin-improving-foundation-spf-25?variant=39762281201721,#5a311b
Kosas,ks,Revealer Skin-Improving Foundation SPF 25,rsf,62,34,21,Rich Deep Neutral 450,https://kosas.com/collections/face-makeup/products/revealer-skin-improving-foundation-spf-25?variant=39762281234489,#3e2215
Lancome,le,Teint Idôle Ultra Wear Compact Powder Foundation,tuwcpf,255,199,154,03 Beige Diaphane,https://www.lancome.in/en_IN/makeup/by-collection/teint-idole-ultra-wear-compact-powder-foundation/00123-LAC.html?dwvar_00123-LAC_color=03_Beige_Diaphane,#ffc79a
Lancome,le,Teint Idôle Ultra Wear Compact Powder Foundation,tuwcpf,244,182,137,04 Beige Nature,https://www.lancome.in/en_IN/makeup/by-collection/teint-idole-ultra-wear-compact-powder-foundation/00123-LAC.html?dwvar_00123-LAC_color=04_Beige_Nature,#f4b689
Lancome,le,Teint Idôle Ultra Wear Compact Powder Foundation,tuwcpf,165,135,116,05 Beige Noisette,https://www.lancome.in/en_IN/makeup/by-collection/teint-idole-ultra-wear-compact-powder-foundation/00123-LAC.html?dwvar_00123-LAC_color=05_Beige_Noisette,#a58774
Lancome,le,Teint Idôle Ultra Wear Waterproof Foundation,tiuwwf,245,198,163,125W,https://www.lancome.in/en_IN/makeup/face/foundation/teint-idole-ultra-wear-waterproof-foundation/00716-LAC.html?dwvar_00716-LAC_size=30_ml&dwvar_00716-LAC_color=125W,#f5c6a3
Lancome,le,Teint Idôle Ultra Wear Waterproof Foundation,tiuwwf,223,178,147,220C,https://www.lancome.in/en_IN/makeup/face/foundation/teint-idole-ultra-wear-waterproof-foundation/00716-LAC.html?dwvar_00716-LAC_size=30_ml&dwvar_00716-LAC_color=220C,#dfb293
Lancome,le,Teint Idôle Ultra Wear Waterproof Foundation,tiuwwf,215,167,126,230W,https://www.lancome.in/en_IN/makeup/face/foundation/teint-idole-ultra-wear-waterproof-foundation/00716-LAC.html?dwvar_00716-LAC_size=30_ml&dwvar_00716-LAC_color=230W,#d7a77e
Lancome,le,Teint Idôle Ultra Wear Waterproof Foundation,tiuwwf,214,172,133,240W,https://www.lancome.in/en_IN/makeup/face/foundation/teint-idole-ultra-wear-waterproof-foundation/00716-LAC.html?dwvar_00716-LAC_size=30_ml&dwvar_00716-LAC_color=240W,#d6ac85
Lancome,le,Teint Idôle Ultra Wear Waterproof Foundation,tiuwwf,227,180,143,305N,https://www.lancome.in/en_IN/makeup/face/foundation/teint-idole-ultra-wear-waterproof-foundation/00716-LAC.html?dwvar_00716-LAC_size=30_ml&dwvar_00716-LAC_color=305N,#e3b48f
Lancome,le,Teint Idôle Ultra Wear Waterproof Foundation,tiuwwf,234,117,146,320C,https://www.lancome.in/en_IN/makeup/face/foundation/teint-idole-ultra-wear-waterproof-foundation/00716-LAC.html?dwvar_00716-LAC_size=30_ml&dwvar_00716-LAC_color=320C,#eab192
Lancome,le,Teint Idôle Ultra Wear Waterproof Foundation,tiuwwf,217,157,120,325C,https://www.lancome.in/en_IN/makeup/face/foundation/teint-idole-ultra-wear-waterproof-foundation/00716-LAC.html?dwvar_00716-LAC_size=30_ml&dwvar_00716-LAC_color=325C,#d99d78
Lancome,le,Teint Idôle Ultra Wear Waterproof Foundation,tiuwwf,230,176,132,335W,https://www.lancome.in/en_IN/makeup/face/foundation/teint-idole-ultra-wear-waterproof-foundation/00716-LAC.html?dwvar_00716-LAC_size=30_ml&dwvar_00716-LAC_color=335W,#e6b084
Lancome,le,Teint Idôle Ultra Wear Waterproof Foundation,tiuwwf,207,155,118,355N,https://www.lancome.in/en_IN/makeup/face/foundation/teint-idole-ultra-wear-waterproof-foundation/00716-LAC.html?dwvar_00716-LAC_size=30_ml&dwvar_00716-LAC_color=355N,#cf9b76
Lancome,le,Teint Idôle Ultra Wear Waterproof Foundation,tiuwwf,211,167,123,400W,https://www.lancome.in/en_IN/makeup/face/foundation/teint-idole-ultra-wear-waterproof-foundation/00716-LAC.html?dwvar_00716-LAC_size=30_ml&dwvar_00716-LAC_color=400W,#d3a77b
Lancome,le,Teint Idôle Ultra Wear Waterproof Foundation,tiuwwf,198,137,92,420W,https://www.lancome.in/en_IN/makeup/face/foundation/teint-idole-ultra-wear-waterproof-foundation/00716-LAC.html?dwvar_00716-LAC_color=420W&dwvar_00716-LAC_size=30_ml,#c6895c
Lancome,le,Teint Idôle Ultra Wear Waterproof Foundation,tiuwwf,200,136,96,425C,https://www.lancome.in/en_IN/makeup/face/foundation/teint-idole-ultra-wear-waterproof-foundation/00716-LAC.html?dwvar_00716-LAC_color=425C&dwvar_00716-LAC_size=30_ml,#c88860
Lancome,le,Teint Idôle Ultra Wear Waterproof Foundation,tiuwwf,190,134,99,430C,https://www.lancome.in/en_IN/makeup/face/foundation/teint-idole-ultra-wear-waterproof-foundation/00716-LAC.html?dwvar_00716-LAC_color=430C&dwvar_00716-LAC_size=30_ml,#be8663
Lancome,le,Teint Idôle Ultra Wear Waterproof Foundation,tiuwwf,164,110,71,450W,https://www.lancome.in/en_IN/makeup/face/foundation/teint-idole-ultra-wear-waterproof-foundation/00716-LAC.html?dwvar_00716-LAC_size=30_ml&dwvar_00716-LAC_color=450W,#a46e47
Lancome,le,Teint Idôle Ultra Wear Waterproof Foundation,tiuwwf,153,104,72,455W,https://www.lancome.in/en_IN/makeup/face/foundation/teint-idole-ultra-wear-waterproof-foundation/00716-LAC.html?dwvar_00716-LAC_color=455W&dwvar_00716-LAC_size=30_ml,#996848
Lancome,le,Teint Idôle Ultra Wear Waterproof Foundation,tiuwwf,215,167,126,235N,https://www.lancome.in/en_IN/makeup/face/foundation/teint-idole-ultra-wear-waterproof-foundation/00716-LAC.html?dwvar_00716-LAC_size=30_ml&dwvar_00716-LAC_color=235N,#d7a77e
Lancome,le,Teint Idôle Ultra Wear Waterproof Foundation,tiuwwf,214,172,133,245C,https://www.lancome.in/en_IN/makeup/face/foundation/teint-idole-ultra-wear-waterproof-foundation/00716-LAC.html?dwvar_00716-LAC_size=30_ml&dwvar_00716-LAC_color=245C,#d6ac85
Lancome,le,Teint Idôle Ultra Wear Waterproof Foundation,tiuwwf,240,205,167,315C,https://www.lancome.in/en_IN/makeup/face/foundation/teint-idole-ultra-wear-waterproof-foundation/00716-LAC.html?dwvar_00716-LAC_color=315C&dwvar_00716-LAC_size=30_ml,#f0cda7
Lancome,le,Teint Idôle Ultra Wear Waterproof Foundation,tiuwwf,221,171,133,345N,https://www.lancome.in/en_IN/makeup/face/foundation/teint-idole-ultra-wear-waterproof-foundation/00716-LAC.html?dwvar_00716-LAC_size=30_ml&dwvar_00716-LAC_color=345N,#ddab85
Lancome,le,Teint Idôle Ultra Wear Waterproof Foundation,tiuwwf,188,128,90,435C,https://www.lancome.in/en_IN/makeup/face/foundation/teint-idole-ultra-wear-waterproof-foundation/00716-LAC.html?dwvar_00716-LAC_color=435C&dwvar_00716-LAC_size=30_ml,#bc805a
Lancome,le,Teint Idôle Ultra Wear Waterproof Foundation,tiuwwf,207,165,133,250W,https://www.lancome.in/en_IN/makeup/face/foundation/teint-idole-ultra-wear-waterproof-foundation/00716-LAC.html?dwvar_00716-LAC_size=30_ml&dwvar_00716-LAC_color=250W,#e5c393
YvesSaintLaurent,ysl,ALL HOURS FOUNDATION,ahf,229,195,147,LW1-Light Warm 1,https://www.yslbeautyus.com/makeup/face/foundation-tinted-moisturizer/all-hours-foundation/WW-50960YSL.html?dwvar_WW-50960YSL_color=LW1%20-%20Light%20Warm%201,#d8b183
YvesSaintLaurent,ysl,ALL HOURS FOUNDATION,ahf,216,117,131,LW8-Light Warm 8,https://www.yslbeautyus.com/makeup/face/foundation-tinted-moisturizer/all-hours-foundation/WW-50960YSL.html?dwvar_WW-50960YSL_color=LW8%20-%20Light%20Warm%208,#d3ab81
YvesSaintLaurent,ysl,ALL HOURS FOUNDATION,ahf,211,171,129,LW9-Light Warm 9,https://www.yslbeautyus.com/makeup/face/foundation-tinted-moisturizer/all-hours-foundation/WW-50960YSL.html?dwvar_WW-50960YSL_color=LW9%20-%20Light%20Warm%209,#e8c49b
YvesSaintLaurent,ysl,ALL HOURS FOUNDATION,ahf,232,196,155,LN1-Light Neutral 1,https://www.yslbeautyus.com/makeup/face/foundation-tinted-moisturizer/all-hours-foundation/WW-50960YSL.html?dwvar_WW-50960YSL_color=LN1%20-%20Light%20Neutral%201,#d8b691
YvesSaintLaurent,ysl,ALL HOURS FOUNDATION,ahf,216,182,145,LN3-Light Neutral 3,https://www.yslbeautyus.com/makeup/face/foundation-tinted-moisturizer/all-hours-foundation/WW-50960YSL.html?dwvar_WW-50960YSL_color=LN3%20-%20Light%20Neutral%203,#e9c59c
YvesSaintLaurent,ysl,ALL HOURS FOUNDATION,ahf,233,197,156,LN4-Light Neutral 4,https://www.yslbeautyus.com/makeup/face/foundation-tinted-moisturizer/all-hours-foundation/WW-50960YSL.html?dwvar_WW-50960YSL_color=LN4%20-%20Light%20Neutral%204,#d0ab87
YvesSaintLaurent,ysl,ALL HOURS FOUNDATION,ahf,208,171,135,LN7-Light Neutral 7,https://www.yslbeautyus.com/makeup/face/foundation-tinted-moisturizer/all-hours-foundation/WW-50960YSL.html?dwvar_WW-50960YSL_color=LN7%20-%20Light%20Neutral%207,#d0ab87
YvesSaintLaurent,ysl,ALL HOURS FOUNDATION,ahf,217,180,146,LN8-Light Neutral 8,https://www.yslbeautyus.com/makeup/face/foundation-tinted-moisturizer/all-hours-foundation/WW-50960YSL.html?dwvar_WW-50960YSL_color=LN8%20-%20Light%20Neutral%208,#d9b492
YvesSaintLaurent,ysl,ALL HOURS FOUNDATION,ahf,220,179,133,LN9-Light Neutral 9,https://www.yslbeautyus.com/makeup/face/foundation-tinted-moisturizer/all-hours-foundation/WW-50960YSL.html?dwvar_WW-50960YSL_color=LN9%20-%20Light%20Neutral%209,#dcb385
YvesSaintLaurent,ysl,ALL HOURS FOUNDATION,ahf,231,196,159,LC1-Light Cool 1,https://www.yslbeautyus.com/makeup/face/foundation-tinted-moisturizer/all-hours-foundation/WW-50960YSL.html?dwvar_WW-50960YSL_color=LC1%20-%20Light%20Cool%201,#e7c49f
YvesSaintLaurent,ysl,ALL HOURS FOUNDATION,ahf,218,181,149,LC2-Light Cool 2,https://www.yslbeautyus.com/makeup/face/foundation-tinted-moisturizer/all-hours-foundation/WW-50960YSL.html?dwvar_WW-50960YSL_color=LC2%20-%20Light%20Cool%202,#dab595
YvesSaintLaurent,ysl,ALL HOURS FOUNDATION,ahf,224,183,145,LC4-Light Cool 4,https://www.yslbeautyus.com/makeup/face/foundation-tinted-moisturizer/all-hours-foundation/WW-50960YSL.html?dwvar_WW-50960YSL_color=LC4%20-%20Light%20Cool%204,#e0b791
YvesSaintLaurent,ysl,ALL HOURS FOUNDATION,ahf,230,191,154,LC5-Light Cool 5,https://www.yslbeautyus.com/makeup/face/foundation-tinted-moisturizer/all-hours-foundation/WW-50960YSL.html?dwvar_WW-50960YSL_color=LC5%20-%20Light%20Cool%205,#e6bf9a
YvesSaintLaurent,ysl,ALL HOURS FOUNDATION,ahf,213,175,137,LC6-Light Cool 6,https://www.yslbeautyus.com/makeup/face/foundation-tinted-moisturizer/all-hours-foundation/WW-50960YSL.html?dwvar_WW-50960YSL_color=LC6%20-%20Light%20Cool%206,#d5af89
YvesSaintLaurent,ysl,ALL HOURS FOUNDATION,ahf,207,169,128,MW2-Medium Warm 2,https://www.yslbeautyus.com/makeup/face/foundation-tinted-moisturizer/all-hours-foundation/WW-50960YSL.html?dwvar_WW-50960YSL_color=MW2%20-%20Medium%20Warm%202,#cfa980
YvesSaintLaurent,ysl,ALL HOURS FOUNDATION,ahf,203,160,119,MW3-Medium Warm 3,https://www.yslbeautyus.com/makeup/face/foundation-tinted-moisturizer/all-hours-foundation/WW-50960YSL.html?dwvar_WW-50960YSL_color=MW3%20-%20Medium%20Warm%203,#cba077
YvesSaintLaurent,ysl,ALL HOURS FOUNDATION,ahf,192,158,118,MW7-Medium Warm 7,https://www.yslbeautyus.com/makeup/face/foundation-tinted-moisturizer/all-hours-foundation/WW-50960YSL.html?dwvar_WW-50960YSL_color=MW7%20-%20Medium%20Warm%207,#c09e76
